"matchNo","Date","Time","Team1","Team2","Score1","Score2","Season"
177,"22.10.2021","18:05","Al-Faisaly","Al-Taawon",2,2,"2021-2022"
178,"21.10.2021","20:00","Al Taee","Al Ahli SC",1,2,"2021-2022"
179,"21.10.2021","17:55","Al Batin","Al Feiha",2,0,"2021-2022"
180,"17.10.2021","18:25","Damk","Al-Ittihad FC",1,1,"2021-2022"
181,"17.10.2021","18:15","Al-Hazem","Al-Faisaly",0,0,"2021-2022"
182,"17.10.2021","17:50","Al-Fateh","Al-Taawon",3,0,"2021-2022"
183,"16.10.2021","20:10","Al Ahli SC","Al-Ettifaq",4,0,"2021-2022"
184,"16.10.2021","18:20","Al Taee","Abha",0,1,"2021-2022"
185,"16.10.2021","18:05","Al Feiha","Al-Raed",1,0,"2021-2022"
186,"16.10.2021","18:00","Al Batin","Al-Shabab",0,3,"2021-2022"
187,"02.10.2021","18:30","Al-Taawon","Al Taee",1,2,"2021-2022"
188,"01.10.2021","20:20","Al-Ittihad FC","Al Ahli SC",2,0,"2021-2022"
189,"01.10.2021","18:25","Al-Faisaly","Al Batin",2,2,"2021-2022"
190,"01.10.2021","18:20","Al-Shabab","Al Feiha",2,1,"2021-2022"
191,"30.09.2021","20:20","Al-Ettifaq","Al-Fateh",0,0,"2021-2022"
192,"30.09.2021","20:20","Al-Hazem","Al-Hilal",1,1,"2021-2022"
193,"30.09.2021","18:35","Abha","Al-Nassr",1,3,"2021-2022"
194,"30.09.2021","18:30","Al-Raed","Damk",0,2,"2021-2022"
195,"25.09.2021","20:25","Al-Raed","Al-Faisaly",1,1,"2021-2022"
196,"25.09.2021","18:15","Al-Fateh","Al-Hazem",0,1,"2021-2022"
197,"24.09.2021","20:25","Al-Ittihad FC","Al-Taawon",1,1,"2021-2022"
198,"24.09.2021","18:40","Abha","Damk",1,3,"2021-2022"
199,"23.09.2021","20:25","Al-Shabab","Al-Hilal",2,2,"2021-2022"
200,"23.09.2021","18:45","Al Taee","Al-Ettifaq",4,2,"2021-2022"
201,"23.09.2021","18:30","Al Feiha","Al Ahli SC",2,0,"2021-2022"
202,"23.09.2021","18:25","Al-Nassr","Al Batin",1,0,"2021-2022"
203,"18.09.2021","20:30","Al-Nassr","Al-Ittihad FC",1,3,"2021-2022"
204,"18.09.2021","18:45","Al-Hazem","Abha",2,0,"2021-2022"
205,"18.09.2021","18:30","Al-Hilal","Al-Ettifaq",3,2,"2021-2022"
206,"17.09.2021","20:30","Al Ahli SC","Al-Fateh",1,1,"2021-2022"
207,"17.09.2021","18:45","Al-Taawon","Al-Raed",3,5,"2021-2022"
208,"17.09.2021","18:45","Damk","Al-Shabab",1,1,"2021-2022"
209,"16.09.2021","20:30","Al-Faisaly","Al Feiha",2,1,"2021-2022"
210,"16.09.2021","18:35","Al Batin","Al Taee",0,0,"2021-2022"
211,"12.09.2021","20:35","Al-Shabab","Al-Hazem",2,0,"2021-2022"
212,"12.09.2021","18:50","Al-Taawon","Al Ahli SC",1,1,"2021-2022"
213,"12.09.2021","18:40","Al Batin","Al-Fateh",0,2,"2021-2022"
214,"12.09.2021","18:30","Al-Ettifaq","Al-Raed",2,2,"2021-2022"
215,"11.09.2021","20:35","Al-Ittihad FC","Abha",6,1,"2021-2022"
216,"11.09.2021","18:50","Damk","Al-Faisaly",2,0,"2021-2022"
217,"27.08.2021","20:45","Al-Hilal","Al Batin",0,0,"2021-2022"
218,"27.08.2021","19:15","Al Taee","Al Feiha",1,3,"2021-2022"
219,"27.08.2021","19:00","Al-Faisaly","Al-Ittihad FC",1,2,"2021-2022"
220,"26.08.2021","20:45","Al-Nassr","Al-Taawon",3,1,"2021-2022"
221,"26.08.2021","19:05","Abha","Al-Ettifaq",1,1,"2021-2022"
222,"26.08.2021","18:45","Al-Fateh","Al-Shabab",2,0,"2021-2022"
223,"25.08.2021","20:45","Al Ahli SC","Damk",1,1,"2021-2022"
224,"25.08.2021","19:05","Al-Raed","Al-Hazem",2,0,"2021-2022"
225,"21.08.2021","20:50","Al-Shabab","Al-Ettifaq",3,3,"2021-2022"
226,"21.08.2021","18:50","Al-Fateh","Al Feiha",1,1,"2021-2022"
227,"20.08.2021","20:50","Al-Taawon","Al-Hilal",1,2,"2021-2022"
228,"20.08.2021","19:10","Damk","Al Taee",1,0,"2021-2022"
229,"20.08.2021","19:05","Al Batin","Abha",2,1,"2021-2022"
230,"19.08.2021","20:50","Al-Faisaly","Al-Nassr",2,1,"2021-2022"
231,"19.08.2021","19:10","Al-Hazem","Al Ahli SC",2,2,"2021-2022"
232,"16.08.2021","20:50","Al-Ittihad FC","Al-Raed",3,0,"2021-2022"
233,"14.08.2021","20:55","Al-Hilal","Al Taee",1,0,"2021-2022"
234,"14.08.2021","18:55","Al-Ettifaq","Al Batin",2,1,"2021-2022"
235,"13.08.2021","20:55","Al Ahli SC","Al-Faisaly",1,1,"2021-2022"
236,"13.08.2021","19:05","Al-Nassr","Damk",4,1,"2021-2022"
237,"12.08.2021","20:55","Al-Hazem","Al-Taawon",3,3,"2021-2022"
238,"12.08.2021","19:20","Al-Raed","Al-Fateh",1,0,"2021-2022"
239,"12.08.2021","19:15","Abha","Al-Shabab",2,1,"2021-2022"
240,"11.08.2021","19:15","Al Feiha","Al-Ittihad FC",1,0,"2021-2022"
1,"31.05.2023","21:00","Damk","Al-Shabab",1,4,"2022-2023"
2,"31.05.2023","21:00","Al-Adalah","Al-Ettifaq",0,2,"2022-2023"
3,"31.05.2023","21:00","Al Wehda","Al Feiha",0,1,"2022-2023"
4,"31.05.2023","21:00","Al-Nassr","Al-Fateh",3,0,"2022-2023"
5,"31.05.2023","21:00","Al-Hilal","Al-Raed",3,2,"2022-2023"
6,"31.05.2023","21:00","Al-Ittihad FC","Al Taee",2,0,"2022-2023"
7,"31.05.2023","21:00","Al Khaleej","Abha",3,1,"2022-2023"
8,"31.05.2023","21:00","Al-Taawon","Al Batin",3,1,"2022-2023"
9,"27.05.2023","21:00","Al Taee","Al Wehda",1,2,"2022-2023"
10,"27.05.2023","21:00","Al-Fateh","Damk",1,1,"2022-2023"
11,"27.05.2023","21:00","Al Batin","Al-Adalah",2,2,"2022-2023"
12,"27.05.2023","21:00","Al Feiha","Al-Ittihad FC",0,3,"2022-2023"
13,"27.05.2023","21:00","Al-Shabab","Al-Taawon",0,3,"2022-2023"
14,"27.05.2023","21:00","Al-Raed","Al Khaleej",0,0,"2022-2023"
15,"27.05.2023","21:00","Abha","Al-Hilal",0,3,"2022-2023"
16,"27.05.2023","21:00","Al-Ettifaq","Al-Nassr",1,1,"2022-2023"
17,"23.05.2023","21:30","Al-Nassr","Al-Shabab",3,2,"2022-2023"
18,"23.05.2023","21:30","Al-Ittihad FC","Al Batin",1,0,"2022-2023"
19,"23.05.2023","19:00","Al-Adalah","Al-Hilal",2,0,"2022-2023"
20,"22.05.2023","21:30","Al Wehda","Al Khaleej",1,4,"2022-2023"
21,"22.05.2023","21:30","Al-Taawon","Al Taee",2,1,"2022-2023"
22,"22.05.2023","19:00","Damk","Abha",1,0,"2022-2023"
23,"22.05.2023","19:00","Al Feiha","Al-Raed",1,1,"2022-2023"
24,"22.05.2023","19:00","Al-Ettifaq","Al-Fateh",0,4,"2022-2023"
25,"19.05.2023","21:00","Damk","Al-Hilal",0,1,"2022-2023"
26,"18.05.2023","19:00","Al-Shabab","Al Wehda",0,1,"2022-2023"
27,"18.05.2023","19:00","Abha","Al-Ettifaq",2,1,"2022-2023"
28,"16.05.2023","21:30","Al-Hilal","Al-Ittihad FC",2,2,"2022-2023"
29,"16.05.2023","21:30","Al Taee","Al-Nassr",0,2,"2022-2023"
30,"15.05.2023","21:30","Al-Fateh","Al-Adalah",2,4,"2022-2023"
31,"15.05.2023","19:00","Al-Raed","Damk",5,0,"2022-2023"
32,"15.05.2023","19:00","Al Khaleej","Al-Taawon",0,2,"2022-2023"
33,"15.05.2023","19:00","Al Batin","Al Feiha",0,0,"2022-2023"
34,"14.05.2023","19:00","Al-Ettifaq","Al-Shabab",1,0,"2022-2023"
35,"10.05.2023","19:00","Al Batin","Al Taee",4,3,"2022-2023"
36,"09.05.2023","19:00","Al-Taawon","Al-Raed",2,1,"2022-2023"
37,"09.05.2023","19:00","Al Feiha","Al-Fateh",3,0,"2022-2023"
38,"08.05.2023","21:30","Al-Ittihad FC","Abha",4,0,"2022-2023"
39,"08.05.2023","19:00","Al-Adalah","Al Wehda",1,2,"2022-2023"
40,"08.05.2023","19:00","Al-Nassr","Al Khaleej",1,1,"2022-2023"
41,"03.05.2023","21:30","Al Wehda","Damk",0,2,"2022-2023"
42,"03.05.2023","21:30","Al-Shabab","Al-Fateh",1,0,"2022-2023"
43,"03.05.2023","19:00","Al-Taawon","Al-Ittihad FC",2,1,"2022-2023"
44,"02.05.2023","21:30","Al Khaleej","Al-Ettifaq",2,1,"2022-2023"
45,"02.05.2023","21:30","Al Taee","Al Feiha",2,1,"2022-2023"
46,"02.05.2023","19:00","Abha","Al-Adalah",1,0,"2022-2023"
47,"02.05.2023","19:00","Al-Raed","Al Batin",3,1,"2022-2023"
48,"28.04.2023","21:30","Al-Nassr","Al-Raed",4,0,"2022-2023"
49,"28.04.2023","21:30","Al Feiha","Al Khaleej",0,3,"2022-2023"
50,"28.04.2023","19:00","Al-Fateh","Al Wehda",1,1,"2022-2023"
51,"28.04.2023","19:00","Al-Ettifaq","Damk",2,0,"2022-2023"
52,"27.04.2023","21:30","Al-Ittihad FC","Al-Shabab",2,1,"2022-2023"
53,"27.04.2023","19:00","Al-Adalah","Al-Taawon",2,1,"2022-2023"
54,"27.04.2023","19:00","Al Taee","Abha",1,0,"2022-2023"
55,"18.04.2023","22:00","Al-Hilal","Al-Nassr",2,0,"2022-2023"
56,"14.04.2023","22:00","Al Batin","Al-Hilal",1,0,"2022-2023"
57,"14.04.2023","22:00","Al-Ettifaq","Al Feiha",1,0,"2022-2023"
58,"11.04.2023","22:00","Al Khaleej","Al-Shabab",2,3,"2022-2023"
59,"10.04.2023","22:00","Damk","Al-Adalah",2,2,"2022-2023"
60,"10.04.2023","22:00","Al-Hilal","Al Taee",2,2,"2022-2023"
61,"10.04.2023","22:00","Al-Raed","Al-Fateh",0,3,"2022-2023"
62,"09.04.2023","23:00","Al Wehda","Al-Ittihad FC",1,2,"2022-2023"
63,"09.04.2023","22:00","Al Feiha","Al-Nassr",0,0,"2022-2023"
64,"09.04.2023","22:00","Abha","Al Batin",3,2,"2022-2023"
65,"09.04.2023","22:00","Al-Taawon","Al-Ettifaq",1,1,"2022-2023"
66,"07.04.2023","22:00","Al-Shabab","Al-Hilal",3,0,"2022-2023"
67,"06.04.2023","22:00","Al-Fateh","Al Khaleej",2,0,"2022-2023"
68,"05.04.2023","22:00","Al Batin","Al Wehda",2,0,"2022-2023"
69,"05.04.2023","22:00","Al Taee","Al-Raed",2,2,"2022-2023"
70,"05.04.2023","22:00","Abha","Al-Taawon",1,1,"2022-2023"
71,"04.04.2023","22:00","Al-Ittihad FC","Damk",3,0,"2022-2023"
72,"04.04.2023","22:00","Al-Adalah","Al-Nassr",0,5,"2022-2023"
73,"04.04.2023","22:00","Al Feiha","Al-Hilal",0,2,"2022-2023"
74,"01.04.2023","22:00","Al-Hilal","Al Khaleej",2,0,"2022-2023"
75,"18.03.2023","20:30","Al-Hilal","Al-Ettifaq",3,0,"2022-2023"
76,"18.03.2023","20:30","Al-Nassr","Abha",2,1,"2022-2023"
77,"18.03.2023","20:30","Al-Raed","Al-Shabab",2,2,"2022-2023"
78,"18.03.2023","16:00","Al-Fateh","Al-Ittihad FC",1,5,"2022-2023"
79,"17.03.2023","20:30","Al Wehda","Al-Taawon",1,1,"2022-2023"
80,"17.03.2023","16:00","Damk","Al Batin",1,0,"2022-2023"
81,"17.03.2023","16:00","Al Feiha","Al-Adalah",1,1,"2022-2023"
82,"16.03.2023","16:00","Al Khaleej","Al Taee",2,2,"2022-2023"
83,"11.03.2023","18:00","Al-Adalah","Al-Raed",0,3,"2022-2023"
84,"11.03.2023","16:00","Al Taee","Damk",1,3,"2022-2023"
85,"10.03.2023","20:30","Al-Taawon","Al-Hilal",0,4,"2022-2023"
86,"10.03.2023","16:00","Abha","Al-Fateh",2,2,"2022-2023"
87,"09.03.2023","20:30","Al-Ittihad FC","Al-Nassr",1,0,"2022-2023"
88,"09.03.2023","20:30","Al-Shabab","Al Feiha",3,2,"2022-2023"
89,"09.03.2023","16:00","Al-Ettifaq","Al Wehda",1,1,"2022-2023"
90,"09.03.2023","16:00","Al Batin","Al Khaleej",1,0,"2022-2023"
91,"06.03.2023","20:30","Al-Hilal","Al-Fateh",1,2,"2022-2023"
92,"04.03.2023","20:30","Al-Shabab","Al-Adalah",1,2,"2022-2023"
93,"04.03.2023","16:00","Damk","Al-Taawon",1,2,"2022-2023"
94,"03.03.2023","20:30","Al-Nassr","Al Batin",3,1,"2022-2023"
95,"03.03.2023","16:00","Al Khaleej","Al-Ittihad FC",0,3,"2022-2023"
96,"03.03.2023","16:00","Al-Raed","Al-Ettifaq",1,2,"2022-2023"
97,"02.03.2023","20:30","Al Wehda","Al-Hilal",3,3,"2022-2023"
98,"02.03.2023","16:00","Al-Fateh","Al Taee",2,3,"2022-2023"
99,"02.03.2023","16:00","Al Feiha","Abha",2,0,"2022-2023"
100,"25.02.2023","18:30","Damk","Al-Nassr",0,3,"2022-2023"
101,"25.02.2023","16:00","Al Batin","Al-Ettifaq",1,0,"2022-2023"
102,"24.02.2023","18:00","Al-Adalah","Al Khaleej",2,0,"2022-2023"
103,"24.02.2023","16:00","Abha","Al Wehda",1,2,"2022-2023"
104,"23.02.2023","20:30","Al-Ittihad FC","Al-Raed",0,0,"2022-2023"
105,"23.02.2023","16:00","Al-Taawon","Al Feiha",1,1,"2022-2023"
106,"18.02.2023","18:00","Al Khaleej","Damk",2,0,"2022-2023"
107,"18.02.2023","16:00","Al-Fateh","Al Batin",2,0,"2022-2023"
108,"17.02.2023","20:30","Al Wehda","Al-Raed",2,2,"2022-2023"
109,"17.02.2023","18:00","Al-Nassr","Al-Taawon",2,1,"2022-2023"
110,"16.02.2023","20:30","Al-Ettifaq","Al-Ittihad FC",0,3,"2022-2023"
111,"16.02.2023","18:00","Al-Adalah","Al Taee",2,2,"2022-2023"
112,"14.02.2023","18:00","Al-Shabab","Abha",2,0,"2022-2023"
113,"10.02.2023","20:30","Al-Ittihad FC","Al-Adalah",5,0,"2022-2023"
114,"10.02.2023","16:00","Damk","Al Feiha",1,1,"2022-2023"
115,"10.02.2023","16:00","Al Taee","Al-Ettifaq",2,0,"2022-2023"
116,"10.02.2023","16:00","Al-Raed","Abha",3,1,"2022-2023"
117,"09.02.2023","20:30","Al Wehda","Al-Nassr",0,4,"2022-2023"
118,"09.02.2023","18:00","Al-Taawon","Al-Fateh",1,2,"2022-2023"
119,"09.02.2023","16:00","Al Batin","Al-Shabab",2,4,"2022-2023"
120,"04.02.2023","18:00","Al Feiha","Al Wehda",2,0,"2022-2023"
121,"04.02.2023","16:00","Al Taee","Al-Ittihad FC",0,1,"2022-2023"
122,"03.02.2023","20:30","Al-Ettifaq","Al-Adalah",3,2,"2022-2023"
123,"03.02.2023","18:00","Al-Fateh","Al-Nassr",2,2,"2022-2023"
124,"02.02.2023","18:00","Al Batin","Al-Taawon",0,1,"2022-2023"
125,"02.02.2023","18:00","Al-Shabab","Damk",2,1,"2022-2023"
126,"02.02.2023","16:00","Abha","Al Khaleej",2,0,"2022-2023"
127,"27.01.2023","20:30","Al Wehda","Al-Fateh",0,2,"2022-2023"
128,"27.01.2023","18:00","Al Taee","Al-Shabab",1,2,"2022-2023"
129,"22.01.2023","20:30","Al-Nassr","Al-Ettifaq",1,0,"2022-2023"
130,"22.01.2023","18:00","Al-Hilal","Abha",2,1,"2022-2023"
131,"21.01.2023","18:00","Al Wehda","Al Taee",1,0,"2022-2023"
132,"20.01.2023","20:30","Al-Taawon","Al-Shabab",1,1,"2022-2023"
133,"20.01.2023","18:00","Damk","Al-Fateh",3,1,"2022-2023"
134,"20.01.2023","15:30","Al Khaleej","Al-Raed",3,0,"2022-2023"
135,"19.01.2023","18:00","Al-Ittihad FC","Al Feiha",3,0,"2022-2023"
136,"19.01.2023","15:30","Al-Adalah","Al Batin",1,1,"2022-2023"
137,"15.01.2023","18:00","Al-Hilal","Al-Adalah",2,0,"2022-2023"
138,"14.01.2023","20:30","Al-Shabab","Al-Nassr",0,0,"2022-2023"
139,"14.01.2023","18:00","Al-Raed","Al Feiha",2,4,"2022-2023"
140,"14.01.2023","15:30","Al Batin","Al-Ittihad FC",1,2,"2022-2023"
141,"13.01.2023","18:00","Al Khaleej","Al Wehda",3,2,"2022-2023"
142,"13.01.2023","15:30","Abha","Damk",2,1,"2022-2023"
143,"12.01.2023","15:30","Al-Fateh","Al-Ettifaq",2,0,"2022-2023"
144,"12.01.2023","15:30","Al Taee","Al-Taawon",1,3,"2022-2023"
145,"10.01.2023","20:30","Al-Raed","Al-Hilal",1,1,"2022-2023"
146,"09.01.2023","21:15","Al-Shabab","Al-Ittihad FC",1,1,"2022-2023"
147,"07.01.2023","18:00","Al-Ettifaq","Abha",2,1,"2022-2023"
148,"07.01.2023","15:30","Al Feiha","Al Batin",2,2,"2022-2023"
149,"06.01.2023","18:00","Al-Adalah","Al-Fateh",2,1,"2022-2023"
150,"06.01.2023","18:00","Al-Taawon","Al Khaleej",0,1,"2022-2023"
151,"06.01.2023","18:00","Al-Nassr","Al Taee",2,0,"2022-2023"
152,"05.01.2023","20:30","Al-Ittihad FC","Al-Hilal",0,1,"2022-2023"
153,"05.01.2023","20:30","Al Wehda","Al-Shabab",2,1,"2022-2023"
154,"05.01.2023","15:30","Damk","Al-Raed",1,2,"2022-2023"
155,"31.12.2022","20:30","Al-Hilal","Damk",2,2,"2022-2023"
156,"31.12.2022","20:30","Al Khaleej","Al-Nassr",0,1,"2022-2023"
157,"31.12.2022","18:00","Al-Raed","Al-Taawon",2,3,"2022-2023"
158,"31.12.2022","15:30","Al Taee","Al Batin",4,0,"2022-2023"
159,"31.12.2022","15:30","Abha","Al-Ittihad FC",1,2,"2022-2023"
160,"30.12.2022","20:30","Al-Shabab","Al-Ettifaq",3,0,"2022-2023"
161,"30.12.2022","18:00","Al Wehda","Al-Adalah",0,0,"2022-2023"
162,"30.12.2022","15:30","Al-Fateh","Al Feiha",0,2,"2022-2023"
163,"26.12.2022","20:30","Al-Nassr","Al-Hilal",2,2,"2022-2023"
164,"26.12.2022","18:00","Al-Ittihad FC","Al-Taawon",3,0,"2022-2023"
165,"26.12.2022","18:00","Al Feiha","Al Taee",2,1,"2022-2023"
166,"26.12.2022","15:30","Al Batin","Al-Raed",1,2,"2022-2023"
167,"26.12.2022","15:30","Al-Fateh","Al-Shabab",4,1,"2022-2023"
168,"25.12.2022","20:30","Al-Ettifaq","Al Khaleej",1,0,"2022-2023"
169,"25.12.2022","18:00","Al-Adalah","Abha",0,2,"2022-2023"
170,"25.12.2022","15:30","Damk","Al Wehda",0,0,"2022-2023"
171,"16.12.2022","20:30","Al-Hilal","Al Batin",3,1,"2022-2023"
172,"16.12.2022","18:00","Al-Raed","Al-Nassr",1,4,"2022-2023"
173,"16.12.2022","15:30","Abha","Al Taee",2,1,"2022-2023"
174,"15.12.2022","18:00","Al-Taawon","Al-Adalah",4,1,"2022-2023"
175,"15.12.2022","15:30","Damk","Al-Ettifaq",0,0,"2022-2023"
176,"15.12.2022","15:30","Al Khaleej","Al Feiha",1,2,"2022-2023"
177,"16.10.2022","20:30","Al-Ettifaq","Al-Taawon",0,1,"2022-2023"
178,"16.10.2022","20:30","Al-Ittihad FC","Al Wehda",1,0,"2022-2023"
179,"16.10.2022","20:30","Al-Adalah","Damk",0,2,"2022-2023"
180,"16.10.2022","17:45","Al Batin","Abha",1,3,"2022-2023"
181,"16.10.2022","17:45","Al-Nassr","Al Feiha",4,0,"2022-2023"
182,"15.10.2022","20:45","Al-Fateh","Al-Raed",1,0,"2022-2023"
183,"15.10.2022","20:45","Al-Shabab","Al Khaleej",4,0,"2022-2023"
184,"15.10.2022","18:30","Al Taee","Al-Hilal",2,3,"2022-2023"
185,"11.10.2022","20:30","Al Feiha","Al-Ettifaq",0,3,"2022-2023"
186,"11.10.2022","20:30","Al-Nassr","Al-Adalah",4,1,"2022-2023"
187,"11.10.2022","20:30","Al Khaleej","Al-Fateh",1,2,"2022-2023"
188,"11.10.2022","18:15","Al-Taawon","Abha",1,3,"2022-2023"
189,"11.10.2022","18:15","Damk","Al-Ittihad FC",1,1,"2022-2023"
190,"10.10.2022","20:30","Al-Hilal","Al-Shabab",1,1,"2022-2023"
191,"10.10.2022","20:30","Al Wehda","Al Batin",2,0,"2022-2023"
192,"10.10.2022","18:15","Al-Raed","Al Taee",0,2,"2022-2023"
193,"07.10.2022","21:00","Al-Adalah","Al Feiha",2,1,"2022-2023"
194,"07.10.2022","21:00","Al-Ittihad FC","Al-Fateh",3,1,"2022-2023"
195,"07.10.2022","18:30","Abha","Al-Nassr",0,3,"2022-2023"
196,"06.10.2022","21:00","Al-Shabab","Al-Raed",1,0,"2022-2023"
197,"06.10.2022","21:00","Al Batin","Damk",2,2,"2022-2023"
198,"06.10.2022","21:00","Al-Ettifaq","Al-Hilal",0,0,"2022-2023"
199,"06.10.2022","18:30","Al Taee","Al Khaleej",3,0,"2022-2023"
200,"06.10.2022","18:30","Al-Taawon","Al Wehda",2,0,"2022-2023"
201,"02.10.2022","21:00","Al-Fateh","Abha",3,0,"2022-2023"
202,"02.10.2022","21:00","Al-Nassr","Al-Ittihad FC",0,0,"2022-2023"
203,"02.10.2022","18:20","Al-Hilal","Al-Taawon",1,2,"2022-2023"
204,"02.10.2022","18:20","Al Feiha","Al-Shabab",1,2,"2022-2023"
205,"01.10.2022","21:00","Al Khaleej","Al Batin",1,0,"2022-2023"
206,"01.10.2022","21:00","Al Wehda","Al-Ettifaq",1,1,"2022-2023"
207,"01.10.2022","18:30","Damk","Al Taee",2,0,"2022-2023"
208,"01.10.2022","18:30","Al-Raed","Al-Adalah",2,1,"2022-2023"
209,"16.09.2022","21:00","Al-Hilal","Al Wehda",3,0,"2022-2023"
210,"16.09.2022","18:50","Al-Taawon","Damk",1,1,"2022-2023"
211,"16.09.2022","18:50","Abha","Al Feiha",1,1,"2022-2023"
212,"15.09.2022","21:00","Al-Ittihad FC","Al Khaleej",2,0,"2022-2023"
213,"15.09.2022","21:00","Al-Ettifaq","Al-Raed",1,2,"2022-2023"
214,"15.09.2022","18:40","Al Batin","Al-Nassr",0,4,"2022-2023"
215,"14.09.2022","21:00","Al-Adalah","Al-Shabab",0,1,"2022-2023"
216,"14.09.2022","18:55","Al Taee","Al-Fateh",1,0,"2022-2023"
217,"10.09.2022","21:00","Al-Nassr","Damk",2,1,"2022-2023"
218,"10.09.2022","18:45","Al Feiha","Al-Taawon",1,1,"2022-2023"
219,"09.09.2022","21:00","Al-Raed","Al-Ittihad FC",0,1,"2022-2023"
220,"09.09.2022","18:30","Al-Ettifaq","Al Batin",3,0,"2022-2023"
221,"08.09.2022","21:00","Al Wehda","Abha",1,0,"2022-2023"
222,"08.09.2022","21:00","Al-Shabab","Al Taee",4,0,"2022-2023"
223,"08.09.2022","18:30","Al Khaleej","Al-Adalah",0,0,"2022-2023"
224,"04.09.2022","18:35","Al-Fateh","Al-Hilal",0,1,"2022-2023"
225,"03.09.2022","21:00","Al-Ittihad FC","Al-Ettifaq",0,0,"2022-2023"
226,"03.09.2022","19:00","Al-Taawon","Al-Nassr",1,0,"2022-2023"
227,"02.09.2022","21:00","Damk","Al Khaleej",2,1,"2022-2023"
228,"02.09.2022","19:00","Al Taee","Al-Adalah",1,0,"2022-2023"
229,"01.09.2022","21:00","Abha","Al-Shabab",0,4,"2022-2023"
230,"01.09.2022","19:00","Al-Raed","Al Wehda",1,0,"2022-2023"
231,"31.08.2022","21:00","Al-Hilal","Al Feiha",2,0,"2022-2023"
232,"31.08.2022","18:55","Al Batin","Al-Fateh",0,5,"2022-2023"
233,"27.08.2022","21:00","Abha","Al-Raed",2,1,"2022-2023"
234,"27.08.2022","21:00","Al-Nassr","Al Wehda",1,0,"2022-2023"
235,"27.08.2022","18:45","Al-Fateh","Al-Taawon",0,2,"2022-2023"
236,"26.08.2022","21:00","Al-Shabab","Al Batin",3,0,"2022-2023"
237,"26.08.2022","18:45","Al-Ettifaq","Al Taee",1,2,"2022-2023"
238,"26.08.2022","18:45","Al-Adalah","Al-Ittihad FC",0,3,"2022-2023"
239,"25.08.2022","21:00","Al Khaleej","Al-Hilal",0,2,"2022-2023"
240,"25.08.2022","19:05","Al Feiha","Damk",0,1,"2022-2023"
1,"27.05.2024","21:00","Al-Taawon","Al-Ettifaq",1,0,"2023-2024"
2,"27.05.2024","21:00","Al-Hazem","Abha",2,1,"2023-2024"
3,"27.05.2024","21:00","Al-Nassr","Al-Ittihad FC",4,2,"2023-2024"
4,"27.05.2024","21:00","Al-Shabab","Al-Fateh",3,2,"2023-2024"
5,"27.05.2024","21:00","Al Taee","Al-Okhdood",0,2,"2023-2024"
6,"27.05.2024","21:00","Al Khaleej","Al Riyadh",1,2,"2023-2024"
7,"27.05.2024","21:00","Damk","Al-Raed",1,1,"2023-2024"
8,"27.05.2024","21:00","Al Wehda","Al-Hilal",1,2,"2023-2024"
9,"27.05.2024","21:00","Al Ahli SC","Al Feiha",1,0,"2023-2024"
10,"23.05.2024","21:00","Al-Ettifaq","Al-Shabab",1,0,"2023-2024"
11,"23.05.2024","21:00","Al-Raed","Al Ahli SC",0,0,"2023-2024"
12,"23.05.2024","21:00","Al-Ittihad FC","Damk",4,1,"2023-2024"
13,"23.05.2024","21:00","Abha","Al Khaleej",2,1,"2023-2024"
14,"23.05.2024","21:00","Al-Okhdood","Al Wehda",1,1,"2023-2024"
15,"23.05.2024","21:00","Al Feiha","Al-Taawon",1,1,"2023-2024"
16,"23.05.2024","21:00","Al-Fateh","Al-Hazem",2,1,"2023-2024"
17,"23.05.2024","21:00","Al Riyadh","Al-Nassr",2,2,"2023-2024"
18,"23.05.2024","21:00","Al-Hilal","Al Taee",3,1,"2023-2024"
19,"18.05.2024","21:00","Al Ahli SC","Abha",5,1,"2023-2024"
20,"18.05.2024","19:20","Al-Hazem","Al Riyadh",1,1,"2023-2024"
21,"18.05.2024","19:20","Al-Taawon","Al-Shabab",1,0,"2023-2024"
22,"17.05.2024","21:00","Al-Ettifaq","Al-Okhdood",1,1,"2023-2024"
23,"17.05.2024","21:00","Al-Nassr","Al-Hilal",1,1,"2023-2024"
24,"17.05.2024","19:15","Damk","Al Feiha",1,1,"2023-2024"
25,"16.05.2024","21:00","Al Wehda","Al-Raed",0,1,"2023-2024"
26,"16.05.2024","21:00","Al Khaleej","Al-Ittihad FC",1,1,"2023-2024"
27,"16.05.2024","18:00","Al Taee","Al-Fateh",3,1,"2023-2024"
28,"11.05.2024","21:00","Al-Shabab","Al Ahli SC",1,2,"2023-2024"
29,"11.05.2024","18:00","Al-Raed","Al Taee",1,1,"2023-2024"
30,"11.05.2024","18:00","Al-Hilal","Al-Hazem",4,1,"2023-2024"
31,"10.05.2024","21:00","Al-Ittihad FC","Al-Ettifaq",0,5,"2023-2024"
32,"10.05.2024","21:00","Al Khaleej","Al Wehda",1,2,"2023-2024"
33,"10.05.2024","18:00","Abha","Damk",0,0,"2023-2024"
34,"09.05.2024","21:00","Al-Okhdood","Al-Nassr",2,3,"2023-2024"
35,"09.05.2024","18:00","Al Riyadh","Al-Taawon",0,0,"2023-2024"
36,"09.05.2024","18:00","Al Feiha","Al-Fateh",2,2,"2023-2024"
37,"06.05.2024","21:00","Al Ahli SC","Al-Hilal",1,2,"2023-2024"
